Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Quantity (bin),Region,Row ID,Ship Date,Ship Mode,State,Sub-Category,Profit,Quantity,Sales,Sales Agent ID
Office Supplies,Richmond,United States,MS-17770,Maxwell Schwartz,04-07-2016,CA-138709-2016_07_04,23223,OFF-PA-10004734,Southworth Structures Collection,2,South,7162,09-07-2016,Standard Class,Virginia,Paper,6.552,3,21.84,45
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,21-03-2016,CA-163223-2016_03_21,22153,OFF-PA-10000675,Xerox 1919,2,South,7586,25-03-2016,Standard Class,Virginia,Paper,36.891,3,122.97,45
Office Supplies,Tampa,United States,LC-16960,Lindsay Castell,21-02-2018,US-139262-2018_02_21,33614,OFF-ST-10001496,Standard Rollaway File with Lock,2,South,8279,25-02-2018,Standard Class,Florida,Storage,129.7368,3,432.456,9
Office Supplies,Columbus,United States,BD-11725,Bruce Degenhardt,22-04-2019,CA-146192-2019_04_22,31907,OFF-ST-10003716,Tennsco Double-Tier Lockers,2,South,8280,26-04-2019,Standard Class,Georgia,Storage,202.518,3,675.06,10
Office Supplies,Columbus,United States,BS-11365,Bill Shonely,19-08-2016,US-143581-2016_08_19,31907,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,2,South,8246,23-08-2016,Standard Class,Georgia,Storage,103.473,3,344.91,10
Office Supplies,Richmond,United States,DH-13075,Dave Hallsten,21-11-2016,CA-102274-2016_11_21,40475,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,2,South,3401,26-11-2016,Standard Class,Kentucky,Storage,58.185,3,193.95,16
Office Supplies,Wilson,United States,TB-21175,Thomas Boland,12-04-2018,CA-124254-2018_04_12,27893,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,2,South,9135,17-04-2018,Standard Class,North Carolina,Storage,38.8656,3,129.552,32
Office Supplies,Hendersonville,United States,DK-12985,Darren Koutras,23-12-2019,CA-140627-2019_12_23,37075,OFF-ST-10004123,Safco Industrial Wire Shelving System,2,South,6225,27-12-2019,Standard Class,Tennessee,Storage,65.5056,3,218.352,41
Office Supplies,Jackson,United States,JL-15130,Jack Lebron,22-12-2019,CA-150910-2019_12_22,38301,OFF-ST-10000918,Crate-A-Files,2,South,8952,28-12-2019,Standard Class,Tennessee,Storage,7.848,3,26.16,41
Office Supplies,Murfreesboro,United States,SP-20860,Sung Pak,27-12-2017,CA-103870-2017_12_27,37130,OFF-ST-10002562,Staple magnet,2,South,8730,31-12-2017,Standard Class,Tennessee,Storage,6.7536,3,22.512,41
Office Supplies,Arlington,United States,GB-14575,Giulietta Baptist,17-12-2019,CA-130309-2019_12_17,22204,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,2,South,4342,21-12-2019,Standard Class,Virginia,Storage,163.314,3,544.38,45
Office Supplies,Tampa,United States,DB-13120,David Bremer,01-05-2017,CA-161998-2017_05_01,33614,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",2,South,3993,05-05-2017,Standard Class,Florida,Supplies,12.4128,3,41.376,9
Office Supplies,Columbia,United States,SO-20335,Sean O'Donnell,09-09-2019,CA-147228-2019_09_09,38401,OFF-SU-10001225,Staple remover,2,South,4623,14-09-2019,Standard Class,Tennessee,Supplies,2.6496,3,8.832,41
Office Supplies,Coral Springs,United States,VD-21670,Valerie Dominguez,05-11-2017,CA-118444-2017_11_05,33065,OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",4,South,2911,09-11-2017,Standard Class,Florida,Appliances,116.1408,4,387.136,9
Office Supplies,Hattiesburg,United States,BH-11710,Brosina Hoffman,07-12-2019,CA-135587-2019_12_07,39401,OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",4,South,7855,12-12-2019,Standard Class,Mississippi,Appliances,96.192,4,320.64,23
Office Supplies,Fayetteville,United States,CM-11935,Carlos Meador,22-01-2018,US-135923-2018_01_22,28314,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,4,South,2473,28-01-2018,Standard Class,North Carolina,Appliances,19.4592,4,64.864,32
Office Supplies,Jacksonville,United States,JW-16075,Julia West,21-03-2017,CA-120621-2017_03_21,28540,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,4,South,6487,26-03-2017,Standard Class,North Carolina,Appliances,288.624,4,962.08,32
Office Supplies,Chesapeake,United States,RF-19840,Roy Franzšsisch,18-04-2018,CA-139381-2018_04_18,23320,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,4,South,7780,22-04-2018,Standard Class,Virginia,Appliances,61.176,4,203.92,45
Office Supplies,Huntsville,United States,FW-14395,Fred Wasserman,22-03-2017,CA-121552-2017_03_22,35810,OFF-AR-10003217,Newell 316,4,South,7654,27-03-2017,Standard Class,Alabama,Art,5.868,4,19.56,1
Office Supplies,Little Rock,United States,IG-15085,Ivan Gibson,20-10-2019,CA-158743-2019_10_20,72209,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",4,South,2798,27-10-2019,Standard Class,Arkansas,Art,4.008,4,13.36,3
Office Supplies,Deltona,United States,NK-18490,Neil Knudson,21-10-2019,CA-148166-2019_10_21,32725,OFF-AR-10004956,Newell 33,4,South,2159,26-10-2019,Standard Class,Florida,Art,5.3568,4,17.856,9
Office Supplies,Miami,United States,HR-14830,Harold Ryan,18-06-2017,CA-147011-2017_06_18,33178,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4,South,6106,22-06-2017,Standard Class,Florida,Art,4.0896,4,13.632,9
Office Supplies,Sandy Springs,United States,KF-16285,Karen Ferguson,24-09-2019,US-132675-2019_09_24,30328,OFF-AR-10000614,Barrel Sharpener,4,South,8836,28-09-2019,Standard Class,Georgia,Art,4.284,4,14.28,10
Office Supplies,Jackson,United States,SN-20710,Steve Nguyen,15-05-2018,US-146570-2018_05_15,39212,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,4,South,2097,20-05-2018,Standard Class,Mississippi,Art,27.588,4,91.96,23
Office Supplies,Charlotte,United States,JE-15715,Joe Elijah,02-09-2018,CA-106950-2018_09_02,28205,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,4,South,7080,06-09-2018,Standard Class,North Carolina,Art,5.8368,4,19.456,32
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,21-03-2016,CA-163223-2016_03_21,22153,OFF-AR-10001573,American Pencil,4,South,7587,25-03-2016,Standard Class,Virginia,Art,2.796,4,9.32,45
Office Supplies,Virginia Beach,United States,VG-21805,Vivek Grady,12-05-2018,CA-109911-2018_05_12,23464,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,4,South,1590,16-05-2018,Standard Class,Virginia,Art,3.288,4,10.96,45
Office Supplies,Huntsville,United States,ND-18460,Neil Ducich,19-05-2019,CA-127803-2019_05_19,35810,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,4,South,9011,23-05-2019,Standard Class,Alabama,Binders,7.848,4,26.16,1
Office Supplies,Little Rock,United States,DJ-13510,Don Jones,17-08-2016,CA-111500-2016_08_17,72209,OFF-BI-10000829,Avery Non-Stick Binders,4,South,2532,21-08-2016,Standard Class,Arkansas,Binders,5.388,4,17.96,3
Office Supplies,Miami,United States,SS-20875,Sung Shariari,20-11-2017,CA-163965-2017_11_20,33180,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,4,South,7139,27-11-2017,Standard Class,Florida,Binders,18.864,4,62.88,9
Office Supplies,Burlington,United States,TH-21550,Tracy Hopkins,19-10-2019,US-120390-2019_10_19,27217,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,4,South,2929,26-10-2019,Standard Class,North Carolina,Binders,489.9564,4,1633.188,32
Office Supplies,Greensboro,United States,CC-12685,Craig Carroll,22-03-2016,US-158057-2016_03_22,27405,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",4,South,1768,26-03-2016,Standard Class,North Carolina,Binders,2.2932,4,7.644,32
Office Supplies,Greenville,United States,SM-20950,Suzanne McNair,28-10-2018,US-144393-2018_10_28,27834,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",4,South,1262,04-11-2018,Standard Class,North Carolina,Binders,5.2848,4,17.616,32
Office Supplies,Hickory,United States,ZC-21910,Zuschuss Carroll,11-06-2019,CA-133928-2019_06_11,28601,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4,South,8924,17-06-2019,Standard Class,North Carolina,Binders,1.3716,4,4.572,32
Office Supplies,Jacksonville,United States,AM-10705,Anne McFarland,13-09-2017,CA-138457-2017_09_13,28540,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,4,South,8264,17-09-2017,Standard Class,North Carolina,Binders,3.9276,4,13.092,32
Office Supplies,Raleigh,United States,KS-16300,Karen Seio,10-03-2019,CA-155824-2019_03_10,27604,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,4,South,4998,15-03-2019,Standard Class,North Carolina,Binders,3.9276,4,13.092,32
Office Supplies,Wilson,United States,SG-20470,Sheri Gordon,20-05-2017,CA-153535-2017_05_20,27893,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,4,South,6703,24-05-2017,Standard Class,North Carolina,Binders,1.9224,4,6.408,32
Office Supplies,Bristol,United States,MP-17965,Michael Paige,29-12-2018,CA-139689-2018_12_29,37620,OFF-BI-10004781,GBC Wire Binding Strips,4,South,4155,03-01-2019,Standard Class,Tennessee,Binders,11.4264,4,38.088,41
Office Supplies,Murfreesboro,United States,ML-17395,Marina Lichtenstein,25-09-2017,CA-120845-2017_09_25,37130,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",4,South,8214,02-10-2017,Standard Class,Tennessee,Binders,1.9008,4,6.336,41
Office Supplies,Chesapeake,United States,KD-16495,Keith Dawkins,01-12-2017,US-148817-2017_12_01,23320,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",4,South,3921,07-12-2017,Standard Class,Virginia,Binders,19.188,4,63.96,45
Office Supplies,Waynesboro,United States,AB-10060,Adam Bellavance,13-03-2018,US-108637-2018_03_13,22980,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,4,South,2366,18-03-2018,Standard Class,Virginia,Binders,13.8,4,46,45
Office Supplies,Smyrna,United States,PG-18820,Patrick Gardner,08-04-2018,CA-150000-2018_04_08,30080,OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,4,South,5508,14-04-2018,Standard Class,Georgia,Envelopes,5.376,4,17.92,10
Office Supplies,Jacksonville,United States,NC-18415,Nathan Cano,14-10-2018,CA-156503-2018_10_14,28540,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",4,South,3805,20-10-2018,Standard Class,North Carolina,Envelopes,10.5024,4,35.008,32
Office Supplies,Newport News,United States,BD-11500,Bradley Drucker,16-09-2017,CA-167696-2017_09_16,23602,OFF-EN-10001539,Staple envelope,4,South,9401,21-09-2017,Standard Class,Virginia,Envelopes,9.336,4,31.12,45
Office Supplies,Henderson,United States,ME-17320,Maria Etezadi,06-01-2016,CA-167199-2016_01_06,42420,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",4,South,7480,10-01-2016,Standard Class,Kentucky,Fasteners,9.336,4,31.12,16
Office Supplies,Jackson,United States,CS-11950,Carlos Soltero,24-10-2019,CA-144365-2019_10_24,39212,OFF-FA-10000735,Staples,4,South,9612,30-10-2019,Standard Class,Mississippi,Fasteners,3.504,4,11.68,23
Office Supplies,Hollywood,United States,EM-13825,Elizabeth Moffitt,27-08-2018,CA-116764-2018_08_27,33021,OFF-LA-10002473,Avery 484,4,South,7252,02-09-2018,Standard Class,Florida,Labels,2.7648,4,9.216,9
Office Supplies,Greenville,United States,SU-20665,Stephanie Ulpright,21-08-2018,CA-123414-2018_08_21,27834,OFF-LA-10004559,Avery 49,4,South,5312,27-08-2018,Standard Class,North Carolina,Labels,2.7648,4,9.216,32
Office Supplies,Franklin,United States,SJ-20125,Sanjit Jacobs,22-09-2017,CA-102260-2017_09_22,37064,OFF-LA-10003714,Avery 510,4,South,7803,26-09-2017,Standard Class,Tennessee,Labels,3.6,4,12,41
Office Supplies,Nashville,United States,MB-17305,Maria Bertelson,25-12-2017,CA-144288-2017_12_25,37211,OFF-LA-10003190,Avery 474,4,South,2562,31-12-2017,Standard Class,Tennessee,Labels,2.7648,4,9.216,41
Office Supplies,Decatur,United States,TC-20980,Tamara Chand,27-12-2016,CA-153087-2016_12_27,35601,OFF-PA-10001243,Xerox 1983,4,South,8338,03-01-2017,Standard Class,Alabama,Paper,7.176,4,23.92,1
Office Supplies,Hot Springs,United States,CK-12325,Christine Kargatis,08-04-2018,CA-134789-2018_04_08,71901,OFF-PA-10001934,Xerox 1993,4,South,6718,15-04-2018,Standard Class,Arkansas,Paper,7.776,4,25.92,3
Office Supplies,Hialeah,United States,SC-20050,Sample Company A,24-11-2018,CA-123533-2018_11_24,33012,OFF-PA-10001609,Tops Wirebound Message Log Books,4,South,9771,30-11-2018,Standard Class,Florida,Paper,3.1584,4,10.528,9
Office Supplies,Jacksonville,United States,SM-20320,Sean Miller,18-03-2016,CA-145317-2016_03_18,32216,OFF-PA-10001804,Xerox 195,4,South,2699,23-03-2016,Standard Class,Florida,Paper,6.4128,4,21.376,9
Office Supplies,Orlando,United States,NS-18640,Noel Staavos,05-06-2019,CA-141614-2019_06_05,32839,OFF-PA-10002787,Xerox 227,4,South,8514,09-06-2019,Standard Class,Florida,Paper,6.2208,4,20.736,9
Office Supplies,Orlando,United States,RH-19495,Rick Hansen,12-08-2019,CA-106537-2019_08_12,32839,OFF-PA-10000223,Xerox 2000,4,South,2863,17-08-2019,Standard Class,Florida,Paper,6.2208,4,20.736,9
Office Supplies,Tallahassee,United States,RB-19465,Rick Bensley,05-05-2018,CA-105662-2018_05_05,32303,OFF-PA-10001001,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",4,South,8752,09-05-2018,Standard Class,Florida,Paper,27.9744,4,93.248,9
Office Supplies,West Palm Beach,United States,EH-14185,Evan Henry,30-12-2018,CA-160486-2018_12_30,33407,OFF-PA-10002421,Embossed Ink Jet Note Cards,4,South,9283,04-01-2019,Standard Class,Florida,Paper,21.6672,4,72.224,9
Office Supplies,Columbus,United States,EC-14050,Erin Creighton,12-12-2018,US-169369-2018_12_12,31907,OFF-PA-10004438,Xerox 1907,4,South,5252,18-12-2018,Standard Class,Georgia,Paper,14.736,4,49.12,10
Office Supplies,Columbus,United States,SS-20140,Saphhira Shifley,18-09-2019,CA-164756-2019_09_18,31907,OFF-PA-10003848,Xerox 1997,4,South,6893,22-09-2019,Standard Class,Georgia,Paper,7.776,4,25.92,10
Office Supplies,Roswell,United States,KM-16660,Khloe Miller,10-12-2017,US-168732-2017_12_10,30076,OFF-PA-10000520,Xerox 201,4,South,4007,16-12-2017,Standard Class,Georgia,Paper,7.776,4,25.92,10
Office Supplies,Jackson,United States,MH-17440,Mark Haberlin,17-03-2016,US-164763-2016_03_17,39212,OFF-PA-10003063,EcoTones Memo Sheets,4,South,7431,21-03-2016,Standard Class,Mississippi,Paper,4.8,4,16,23
Office Supplies,Fayetteville,United States,MC-17575,Matt Collins,03-12-2019,US-149510-2019_12_03,28314,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",4,South,4568,10-12-2019,Standard Class,North Carolina,Paper,7.3344,4,24.448,32
Office Supplies,Columbia,United States,GB-14575,Giulietta Baptist,21-09-2017,CA-158421-2017_09_21,29203,OFF-PA-10001801,Xerox 193,4,South,6179,26-09-2017,Standard Class,South Carolina,Paper,7.176,4,23.92,39
Office Supplies,Columbia,United States,PN-18775,Parhena Norris,14-09-2018,CA-155439-2018_09_14,29203,OFF-PA-10000029,Xerox 224,4,South,2554,18-09-2018,Standard Class,South Carolina,Paper,7.776,4,25.92,39
Office Supplies,Columbia,United States,SO-20335,Sean O'Donnell,09-09-2019,CA-147228-2019_09_09,38401,OFF-PA-10000357,Xerox 1888,4,South,4624,14-09-2019,Standard Class,Tennessee,Paper,53.2608,4,177.536,41
Office Supplies,Johnson City,United States,JF-15190,Jamie Frazer,15-11-2016,CA-116407-2016_11_15,37604,OFF-PA-10002137,"Southworth 100% RŽsumŽ Paper, 24lb.",4,South,2011,21-11-2016,Standard Class,Tennessee,Paper,7.4688,4,24.896,41
Office Supplies,Salem,United States,AG-10675,Anna Gayman,09-06-2019,US-146822-2019_06_09,24153,OFF-PA-10000249,Easy-staple paper,4,South,8148,14-06-2019,Standard Class,Virginia,Paper,14.736,4,49.12,45
Office Supplies,Virginia Beach,United States,PO-18850,Patrick O'Brill,07-12-2016,CA-159681-2016_12_07,23464,OFF-PA-10003641,Xerox 1909,4,South,5279,13-12-2016,Standard Class,Virginia,Paper,31.656,4,105.52,45
Office Supplies,Auburn,United States,AM-10705,Anne McFarland,18-09-2018,CA-145905-2018_09_18,36830,OFF-ST-10003716,Tennsco Double-Tier Lockers,4,South,2016,23-09-2018,Standard Class,Alabama,Storage,270.024,4,900.08,1
Office Supplies,Saint Petersburg,United States,AG-10495,Andrew Gjertsen,08-06-2017,CA-162201-2017_06_08,33710,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,4,South,9817,12-06-2017,Standard Class,Florida,Storage,155.088,4,516.96,9
Office Supplies,Columbus,United States,JP-16135,Julie Prescott,11-03-2018,CA-146171-2018_03_11,31907,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,4,South,2760,15-03-2018,Standard Class,Georgia,Storage,144.396,4,481.32,10
Office Supplies,Georgetown,United States,AA-10645,Anna Andreadi,04-09-2018,CA-131205-2018_09_04,40324,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,4,South,6039,08-09-2018,Standard Class,Kentucky,Storage,38.976,4,129.92,16
Office Supplies,Hattiesburg,United States,JS-16030,Joy Smith,19-07-2018,CA-163776-2018_07_19,39401,OFF-ST-10002485,Rogers Deluxe File Chest,4,South,5987,25-07-2018,Standard Class,Mississippi,Storage,26.376,4,87.92,23
Office Supplies,Charlotte,United States,Dp-13240,Dean percer,07-10-2019,CA-148404-2019_10_07,28205,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,4,South,3386,11-10-2019,Standard Class,North Carolina,Storage,174.2016,4,580.672,32
Office Supplies,Franklin,United States,SJ-20125,Sanjit Jacobs,22-09-2017,CA-102260-2017_09_22,37064,OFF-ST-10003716,Tennsco Double-Tier Lockers,4,South,7804,26-09-2017,Standard Class,Tennessee,Storage,216.0192,4,720.064,41
Office Supplies,Nashville,United States,BG-11035,Barry Gonzalez,20-09-2017,CA-141565-2017_09_20,37211,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",4,South,8210,24-09-2017,Standard Class,Tennessee,Storage,88.3104,4,294.368,41
Office Supplies,Chesapeake,United States,KD-16495,Keith Dawkins,01-12-2017,US-148817-2017_12_01,23320,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",4,South,3920,07-12-2017,Standard Class,Virginia,Storage,18.504,4,61.68,45
Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,04-05-2019,CA-128755-2019_05_04,23602,OFF-ST-10003306,Letter Size Cart,4,South,2468,08-05-2019,Standard Class,Virginia,Storage,171.432,4,571.44,45
Office Supplies,Hialeah,United States,PO-18850,Patrick O'Brill,03-10-2019,CA-149853-2019_10_03,33012,OFF-AP-10000804,Hoover Portapower Portable Vacuum,4,South,4331,09-10-2019,Standard Class,Florida,Appliances,5.376,5,17.92,9
Office Supplies,Athens,United States,RD-19585,Rob Dowd,02-04-2016,CA-164315-2016_04_02,30605,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,4,South,5685,08-04-2016,Standard Class,Georgia,Appliances,46.47,5,154.9,10
Office Supplies,Murray,United States,LP-17095,Liz Preis,03-03-2019,CA-121804-2019_03_03,42071,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,4,South,1323,08-03-2019,Standard Class,Kentucky,Appliances,21.84,5,72.8,16
Office Supplies,Jackson,United States,JL-15130,Jack Lebron,22-12-2019,CA-150910-2019_12_22,38301,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",4,South,8954,28-12-2019,Standard Class,Tennessee,Appliances,17.772,5,59.24,41
Office Supplies,Richmond,United States,CB-12025,Cassandra Brandow,11-09-2019,US-152898-2019_09_11,23223,OFF-AP-10000027,Hoover Commercial SteamVac,4,South,9282,15-09-2019,Standard Class,Virginia,Appliances,20.37,5,67.9,45
Office Supplies,Miami,United States,DH-13675,Duane Huffman,12-08-2016,CA-156244-2016_08_12,33180,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,4,South,8288,16-08-2016,Standard Class,Florida,Art,14.388,5,47.96,9
Office Supplies,Miami,United States,MK-17905,Michael Kennedy,02-12-2019,CA-164917-2019_12_02,33180,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,4,South,2271,07-12-2019,Standard Class,Florida,Art,14.388,5,47.96,9
Office Supplies,Plantation,United States,AH-10690,Anna HŠberlin,12-11-2017,CA-113628-2017_11_12,33317,OFF-AR-10001246,Newell 317,4,South,3807,19-11-2017,Standard Class,Florida,Art,3.528,5,11.76,9
Office Supplies,West Palm Beach,United States,CR-12820,Cyra Reiten,24-01-2017,CA-128958-2017_01_24,33407,OFF-AR-10004757,Crayola Colored Pencils,4,South,7834,28-01-2017,Standard Class,Florida,Art,3.936,5,13.12,9
Office Supplies,Columbus,United States,JP-16135,Julie Prescott,19-09-2019,CA-139787-2019_09_19,31907,OFF-AR-10002445,SANFORD Major Accent Highlighters,4,South,6770,23-09-2019,Standard Class,Georgia,Art,10.62,5,35.4,10
Office Supplies,Smyrna,United States,MP-17470,Mark Packer,28-06-2017,CA-103772-2017_06_28,30080,OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",4,South,9972,02-07-2017,Standard Class,Georgia,Art,42.225,5,140.75,10
Office Supplies,Asheville,United States,DB-13615,Doug Bickford,27-11-2019,CA-132185-2019_11_27,28806,OFF-AR-10000422,Pencil and Crayon Sharpener,4,South,2676,02-12-2019,Standard Class,North Carolina,Art,2.628,5,8.76,32
Office Supplies,Asheville,United States,SG-20605,Speros Goranitis,13-09-2019,CA-139493-2019_09_13,28806,OFF-AR-10003158,Fluorescent Highlighters by Dixon,4,South,7664,19-09-2019,Standard Class,North Carolina,Art,4.776,5,15.92,32
Office Supplies,Wilmington,United States,SF-20065,Sandra Flanagan,25-11-2017,US-164357-2017_11_25,28403,OFF-AR-10001177,Newell 349,4,South,2095,29-11-2017,Standard Class,North Carolina,Art,3.936,5,13.12,32
Office Supplies,Knoxville,United States,LP-17095,Liz Preis,05-09-2019,CA-102736-2019_09_05,37918,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,4,South,8198,09-09-2019,Standard Class,Tennessee,Art,21.588,5,71.96,41
Office Supplies,Little Rock,United States,IG-15085,Ivan Gibson,20-10-2019,CA-158743-2019_10_20,72209,OFF-BI-10003364,Binding Machine Supplies,4,South,2800,27-10-2019,Standard Class,Arkansas,Binders,43.755,5,145.85,3
Office Supplies,Miami,United States,CP-12340,Christine Phan,07-11-2017,CA-105571-2017_11_07,33142,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,4,South,6049,11-11-2017,Standard Class,Florida,Binders,403.6455,5,1345.485,9
Office Supplies,Miami,United States,MJ-17740,Max Jones,09-06-2017,CA-101868-2017_06_09,33178,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",4,South,5835,16-06-2017,Standard Class,Florida,Binders,19.26,5,64.2,9
Office Supplies,Miami,United States,SS-20875,Sung Shariari,20-11-2017,CA-163965-2017_11_20,33180,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,4,South,7137,27-11-2017,Standard Class,Florida,Binders,2.169,5,7.23,9
Office Supplies,Tampa,United States,DB-12910,Daniel Byrd,02-12-2019,CA-155089-2019_12_02,33614,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",4,South,2513,06-12-2019,Standard Class,Florida,Binders,13.698,5,45.66,9
Office Supplies,Tampa,United States,EP-13915,Emily Phan,28-10-2018,CA-140641-2018_10_28,33614,OFF-BI-10001191,Canvas Sectional Post Binders,4,South,3878,02-11-2018,Standard Class,Florida,Binders,11.457,5,38.19,9
Office Supplies,Columbus,United States,AR-10570,Anemone Ratner,14-07-2018,CA-157588-2018_07_14,31907,OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,4,South,6957,19-07-2018,Standard Class,Georgia,Binders,10.92,5,36.4,10
Office Supplies,Columbus,United States,RA-19885,Ruben Ausman,22-11-2016,CA-129091-2016_11_22,31907,OFF-BI-10001071,GBC ProClick Punch Binding System,4,South,2576,27-11-2016,Standard Class,Georgia,Binders,95.97,5,319.9,10
Office Supplies,Richmond,United States,BO-11425,Bobby Odegard,16-10-2019,CA-158386-2019_10_16,40475,OFF-BI-10003719,Large Capacity Hanging Post Binders,4,South,1554,21-10-2019,Standard Class,Kentucky,Binders,37.425,5,124.75,16
Office Supplies,Charlotte,United States,JE-15715,Joe Elijah,02-09-2018,CA-106950-2018_09_02,28205,OFF-BI-10003166,GBC Plasticlear Binding Covers,4,South,7083,06-09-2018,Standard Class,North Carolina,Binders,5.166,5,17.22,32
Office Supplies,Greensboro,United States,BW-11110,Bart Watters,27-05-2019,CA-151855-2019_05_27,27405,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",4,South,9458,03-06-2019,Standard Class,North Carolina,Binders,3.618,5,12.06,32
Office Supplies,Greensboro,United States,CC-12685,Craig Carroll,22-03-2016,US-158057-2016_03_22,27405,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,4,South,1769,26-03-2016,Standard Class,North Carolina,Binders,15.4395,5,51.465,32
Office Supplies,Jacksonville,United States,JG-15115,Jack Garza,03-12-2017,CA-123092-2017_12_03,28540,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,4,South,8987,07-12-2017,Standard Class,North Carolina,Binders,28.791,5,95.97,32
Office Supplies,Wilson,United States,NP-18685,Nora Pelletier,02-10-2017,CA-125696-2017_10_02,27893,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,4,South,6630,06-10-2017,Standard Class,North Carolina,Binders,2.214,5,7.38,32
Office Supplies,Chattanooga,United States,CS-12175,Charles Sheldon,06-04-2019,CA-161592-2019_04_06,37421,OFF-BI-10003669,3M Organizer Strips,4,South,8738,10-04-2019,Standard Class,Tennessee,Binders,2.43,5,8.1,41
Office Supplies,Hendersonville,United States,GH-14410,Gary Hansen,09-08-2018,CA-118934-2018_08_09,37075,OFF-BI-10004465,Avery Durable Slant Ring Binders,4,South,9161,14-08-2018,Standard Class,Tennessee,Binders,3.564,5,11.88,41
Office Supplies,Johnson City,United States,BH-11710,Brosina Hoffman,14-01-2019,CA-127306-2019_01_14,37604,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,4,South,4913,18-01-2019,Standard Class,Tennessee,Binders,1.791,5,5.97,41
Office Supplies,Richmond,United States,MS-17770,Maxwell Schwartz,04-07-2016,CA-138709-2016_07_04,23223,OFF-BI-10000145,Zipper Ring Binder Pockets,4,South,7163,09-07-2016,Standard Class,Virginia,Binders,4.68,5,15.6,45
